"TeamID","Nombre del Equipo","Rango","uId","Nombre del Jugador","Salud","Número de Bajas","Daño","Máxima Distancia de Baja","Asistencias","Noqueos","Número de Headshots","Daño Recibido","Curación","Tiempo de Supervivencia","Tiempo Fuera del Círculo Azul","Daño Total por Veneno","Bajas en Vehículo","Bajas con Granada","Distancia Conducida","Distancia Recorrida","Rescates","Granadas de Humo Usadas","Granadas Fragmentación Usadas","Granadas Incendiarias Usadas","Granadas Cegadoras Usadas","Suministros Obtenidos","Daño Total por Equipo"
4,PORTAGE,1,5136146053,YICūARESū,100,0,271,0,0,1,0,0,11,20m 58s,0m 0s,0,0,0,1974,1456,0,0,0,0,0,0,498
4,PORTAGE,1,540746265,YICūFAMOUS,10,1,29,99,0,0,0,100,0,20m 55s,0m 0s,0,0,0,2433,1399,0,0,0,0,0,0,498
4,PORTAGE,1,5328803502,YICŪCRIMINAL,100,0,70,0,0,0,0,0,0,20m 54s,0m 0s,0,0,0,2548,1182,1,0,0,0,0,0,498
4,PORTAGE,1,51495692309,YICŪHARMAN,75,1,128,85,0,0,1,96,65,20m 58s,0m 0s,0,0,0,1543,1259,0,0,0,0,0,0,498
11,CANADA WEST,2,51357827377,4EverـRizzz,0,4,377,168,0,4,0,121,45,20m 50s,0m 2s,24,0,0,292,3080,0,1,2,0,0,0,1636
11,CANADA WEST,2,51215275605,4EverـCookie,0,4,876,99,3,5,2,364,292,20m 50s,0m 3s,61,0,0,4974,2405,0,0,0,0,0,0,1636
11,CANADA WEST,2,514427810,4EverـForestt,0,0,154,0,1,0,0,249,113,20m 39s,0m 4s,20,0,0,4012,2393,3,0,2,0,0,0,1636
11,CANADA WEST,2,51246898567,4EverـSaibot,0,1,229,34,2,1,0,214,133,20m 41s,0m 10s,110,0,0,3177,2466,0,4,1,0,0,0,1636
9,MIDDLESEX COUNTY,3,5108661750,4KxGhost,0,7,1023,117,1,7,2,352,340,20m 51s,2m 33s,106,0,1,3190,2136,0,3,2,0,0,0,2403
9,MIDDLESEX COUNTY,3,5105162305,4KxNOBI,0,6,1160,225,4,7,0,343,366,20m 48s,2m 26s,118,0,0,3117,2298,1,2,0,0,0,0,2403
9,MIDDLESEX COUNTY,3,5304155522,4KxSPEAR,0,0,96,0,0,1,0,247,158,11m 7s,2m 37s,108,0,0,2219,1534,1,1,0,1,0,0,2403
9,MIDDLESEX COUNTY,3,5184875975,4KxAlpacino,0,0,124,0,1,1,0,282,186,10m 29s,2m 26s,102,0,0,2331,1414,0,0,0,0,0,0,2403
7,ALGOMA,4,52252858556,DRXxJD,0,0,0,0,0,0,0,190,92,18m 26s,0m 1s,2,0,0,260,1905,0,0,0,0,0,0,179
7,ALGOMA,4,52312808095,DRXxCYRAXog,0,0,128,0,0,1,0,253,55,0m 51s,0m 0s,0,0,0,0,79,0,0,0,0,0,0,179
7,ALGOMA,4,52167776946,DRXxWUAN,0,0,51,0,0,0,0,195,0,0m 15s,0m 0s,0,0,0,0,41,0,0,0,0,0,0,179
7,ALGOMA,4,51864149323,DRXxLEVI,0,0,0,0,0,0,0,196,0,0m 14s,0m 0s,0,0,0,0,22,0,0,0,0,0,0,179
14,ALABAMA,5,5122027850,R2DxLutava,0,3,327,7,0,2,0,197,174,18m 27s,0m 8s,64,0,0,3033,2157,1,1,2,0,0,0,709
14,ALABAMA,5,51927115671,R2DxAllen,0,0,65,0,0,0,0,292,90,18m 16s,0m 5s,42,0,0,2948,2134,2,1,1,0,0,0,709
14,ALABAMA,5,5292486223,R2DxMAANog,0,0,42,0,1,0,0,150,130,17m 14s,0m 0s,0,0,0,2970,1741,0,0,0,0,0,0,709
14,ALABAMA,5,5864590810,R2DxDILJEETTT,0,2,275,92,0,1,1,242,75,16m 32s,0m 0s,0,0,0,3379,1502,0,1,0,0,0,1,709
10,SOUTHEASTERN LOUISIANA,6,5413602764,H٭・NOMERCY,0,1,93,97,1,0,0,382,255,17m 43s,0m 0s,3,0,0,940,2461,4,0,1,0,0,0,1197
10,SOUTHEASTERN LOUISIANA,6,5423468662,SŪPŪYŪDŪY,0,4,659,41,0,5,1,209,102,17m 47s,0m 3s,18,0,0,1095,2682,1,0,0,0,0,0,1197
10,SOUTHEASTERN LOUISIANA,6,5231181629,ＳＡＨＵŲ,0,1,354,12,2,1,0,351,149,16m 27s,0m 0s,0,0,0,1782,2760,1,2,2,0,0,0,1197
10,SOUTHEASTERN LOUISIANA,6,5251339892,H٭GODLESS,0,0,91,0,0,0,0,276,92,14m 34s,0m 0s,0,0,0,0,2603,1,0,0,0,0,0,1197
12,ST. CLAIR,7,52035402933,SCCxSUKHI,0,2,421,80,1,3,0,122,47,17m 52s,0m 4s,33,0,0,272,2426,1,2,3,0,0,0,826
12,ST. CLAIR,7,5100459488,SCCxJARVISOP,0,1,126,71,1,1,0,172,107,17m 56s,0m 3s,36,0,0,0,2926,0,3,1,0,0,0,826
12,ST. CLAIR,7,52010395687,SCCxOM,0,0,179,0,1,0,0,85,6,17m 48s,0m 19s,95,0,0,0,2509,0,0,1,0,0,0,826
12,ST. CLAIR,7,51981237156,SCCxHunT3rOP,0,0,100,0,0,1,0,158,0,15m 44s,0m 12s,39,0,0,0,2067,0,0,0,0,0,0,826
16,ITSV,8,5329848622,gaKAAIL,0,0,0,0,0,0,0,100,38,16m 27s,1m 5s,38,0,0,3816,2239,0,0,0,0,0,0,168
16,ITSV,8,563936593,gaHumble,0,1,93,0,0,1,0,100,7,16m 34s,0m 10s,7,0,0,3717,1721,0,0,0,0,0,0,168
16,ITSV,8,5203882505,gaRALO,0,0,75,0,0,1,0,271,80,14m 12s,0m 9s,6,0,0,3812,2102,0,0,0,0,0,0,168
16,ITSV,8,5834819084,ㅤgaJeremy,0,0,0,0,0,0,0,188,0,10m 30s,0m 16s,9,0,0,3662,1969,0,0,0,0,0,0,168
5,BAUP (A),9,5222293341,bHILXRIO,0,1,302,7,0,2,0,39,115,16m 2s,1m 54s,176,0,0,2738,1095,0,0,0,0,0,0,552
5,BAUP (A),9,593925980,bMORANT,0,0,47,0,0,0,0,120,102,10m 0s,2m 8s,82,0,0,5288,870,0,0,0,0,0,0,552
5,BAUP (A),9,5238408418,bLacky28,0,0,68,0,1,0,0,188,103,9m 59s,2m 13s,87,0,0,5551,535,0,0,2,0,0,0,552
5,BAUP (A),9,529287730,bJIN77K,0,1,135,153,0,1,0,142,80,9m 52s,2m 5s,80,0,0,4284,1270,0,0,0,0,0,0,552
15,CINCINNATI,10,51566364609,JaVŠ父Lassund,0,1,149,16,0,0,0,147,108,15m 37s,0m 18s,61,0,0,0,2067,1,1,3,0,0,0,866
15,CINCINNATI,10,561210617,JäVŠ父SamBa,0,3,652,76,0,4,0,246,136,14m 40s,0m 0s,0,0,1,0,2565,0,0,2,1,0,0,866
15,CINCINNATI,10,5196579437,JäVŠ父Lalchi,0,0,0,0,0,0,0,147,47,10m 38s,0m 0s,0,0,0,0,1595,0,0,1,0,0,0,866
15,CINCINNATI,10,51720339179,JäVŠ父EsCo,0,0,65,0,0,0,0,195,0,7m 6s,0m 0s,0,0,0,0,1633,0,0,0,1,0,0,866
18,UNAM,11,510336915,GHOSTJonathan,0,0,0,0,0,0,0,128,77,14m 46s,0m 0s,0,0,0,3871,1909,1,1,0,0,0,0,54
18,UNAM,11,5100984397,【ツ】EDWIN〆,0,0,0,0,0,0,0,168,0,14m 38s,0m 0s,0,0,0,1645,2125,0,0,0,0,0,0,54
18,UNAM,11,578721858,ZR丨Hidan,0,0,54,0,0,0,0,279,110,14m 24s,0m 0s,0,0,0,2548,2401,0,1,0,0,0,0,54
6,SENECA (A),12,569819071,ZnGPunk,0,1,161,82,1,0,0,162,121,13m 51s,1m 32s,79,0,0,2734,1780,1,0,1,0,0,0,797
6,SENECA (A),12,5777220863,ZnGCipherzxy21,0,2,296,32,1,2,0,181,162,13m 50s,1m 32s,80,0,0,237,1361,1,1,0,0,0,0,797
6,SENECA (A),12,5993606908,ZnGJesterX,0,0,159,0,0,1,0,259,220,13m 45s,1m 34s,80,0,0,2683,1433,0,1,1,0,0,0,797
6,SENECA (A),12,5307780671,ZnGFury,0,0,181,0,1,1,0,268,122,9m 47s,1m 5s,57,0,0,1543,1429,1,0,1,1,0,0,797
17,SENECA (B),13,5439446168,KPRLaw13,0,0,0,0,0,0,0,0,389,13m 39s,8m 51s,490,0,0,2377,1201,0,0,0,0,0,0,405
17,SENECA (B),13,51288560221,KPRDonG,0,1,128,115,0,0,0,89,106,8m 45s,3m 57s,165,0,0,71,1083,0,0,0,0,0,0,405
17,SENECA (B),13,5511811942,KPRInsanE,0,1,156,110,0,1,0,247,109,6m 18s,1m 35s,56,0,0,0,1071,0,0,0,0,0,0,405
