"TeamID","Nombre del Equipo","Rango","uId","Nombre del Jugador","Salud","Número de Bajas","Daño","Máxima Distancia de Baja","Asistencias","Noqueos","Número de Headshots","Daño Recibido","Curación","Tiempo de Supervivencia","Tiempo Fuera del Círculo Azul","Daño Total por Veneno","Bajas en Vehículo","Bajas con Granada","Distancia Conducida","Distancia Recorrida","Rescates","Granadas de Humo Usadas","Granadas Fragmentación Usadas","Granadas Incendiarias Usadas","Granadas Cegadoras Usadas","Suministros Obtenidos","Daño Total por Equipo"
7,ALGOMA,1,52167776946,DRXxWUAN,83,3,204,34,1,2,0,41,68,29m 0s,0m 53s,43,0,0,5304,1950,0,2,0,0,0,0,1441
7,ALGOMA,1,52252858556,DRXxJD,75,1,148,71,1,0,1,26,41,29m 0s,0m 49s,39,0,0,5718,2430,0,4,2,2,1,0,1441
7,ALGOMA,1,52312808095,DRXxCYRAXog,99,1,708,90,3,2,0,153,52,28m 49s,0m 53s,0,0,0,5264,2738,0,0,3,0,0,0,1441
7,ALGOMA,1,51864149323,DRXxLEVI,100,4,381,142,1,0,0,321,80,27m 51s,0m 48s,56,0,0,5977,2704,0,2,4,1,0,0,1441
17,SENECA (B),2,5253994440,KPRBlinkX,0,2,333,85,2,2,0,255,209,29m 30s,0m 2s,54,0,0,4848,2252,0,3,0,0,0,0,1294
17,SENECA (B),2,51288560221,KPRDonG,0,4,475,159,1,2,1,265,167,29m 20s,0m 0s,0,0,1,6137,2028,1,1,6,2,0,0,1294
17,SENECA (B),2,5439446168,KPRLaw13,0,0,333,0,4,2,0,237,51,27m 41s,0m 3s,0,0,0,4113,2239,0,0,0,0,0,0,1294
17,SENECA (B),2,5511811942,KPRInsanE,0,1,153,111,1,0,0,117,92,27m 38s,0m 12s,182,0,0,5059,2748,0,0,3,0,0,0,1294
4,PORTAGE,3,540746265,YICūFAMOUS,0,2,545,61,1,3,1,332,81,25m 32s,0m 41s,41,0,0,3348,1318,1,2,2,0,0,0,903
4,PORTAGE,3,51495692309,YICŪHARMAN,0,1,258,77,1,3,0,192,6,20m 49s,0m 59s,4,0,0,7127,1905,0,0,0,0,0,0,903
