"TeamID","Nombre del Equipo","Rango","uId","Nombre del Jugador","Salud","Número de Bajas","Daño","Máxima Distancia de Baja","Asistencias","Noqueos","Número de Headshots","Daño Recibido","Curación","Tiempo de Supervivencia","Tiempo Fuera del Círculo Azul","Daño Total por Veneno","Bajas en Vehículo","Bajas con Granada","Distancia Conducida","Distancia Recorrida","Rescates","Granadas de Humo Usadas","Granadas Fragmentación Usadas","Granadas Incendiarias Usadas","Granadas Cegadoras Usadas","Suministros Obtenidos","Daño Total por Equipo"
5,MIDDLESEX COUNTY (A),1,5304155522,4KxSPEAR,75,4,554,71,1,4,0,310,255,22m 9s,0m 0s,0,0,0,584,2936,0,0,4,0,0,0,1966
5,MIDDLESEX COUNTY (A),1,5732905552,4KxEMAAN,100,3,356,52,3,1,1,100,90,22m 11s,0m 0s,0,0,0,1337,3580,3,0,3,0,0,0,1966
5,MIDDLESEX COUNTY (A),1,5184875975,4KxAlpacino,81,2,504,187,1,4,0,139,110,22m 11s,0m 0s,0,0,0,0,3199,1,0,1,0,0,0,1966
5,MIDDLESEX COUNTY (A),1,5105162305,4KxNOBI,100,2,552,307,1,1,0,553,291,20m 46s,0m 0s,0,0,0,838,2800,2,0,0,0,0,0,1966
18,VANCOUVER CC,2,51859584757,AMGxNMBRDAR,0,4,550,158,0,3,0,285,175,22m 21s,0m 0s,0,0,1,2380,2264,1,2,3,2,0,0,1548
18,VANCOUVER CC,2,579777070,AMGxDefender,0,2,400,140,3,1,0,252,196,22m 15s,0m 6s,108,0,0,2352,1911,1,1,2,0,1,0,1548
18,VANCOUVER CC,2,5162313469,AMGxSINNER,0,1,296,11,1,1,0,244,63,7m 48s,0m 0s,0,0,0,3290,952,1,0,0,0,0,0,1548
18,VANCOUVER CC,2,5419937355,AMGxG0D,0,2,302,16,1,2,0,272,97,7m 47s,0m 0s,0,0,0,3380,796,0,0,0,0,0,0,1548
15,RED RIVER,3,51820667083,rrcMECHANIC,0,5,870,137,1,5,2,164,204,20m 27s,0m 10s,139,0,0,5593,2331,2,0,1,1,0,0,3121
15,RED RIVER,3,51501375897,rrcMANAGEMENT,0,4,1063,140,4,5,0,100,118,20m 36s,1m 45s,154,0,1,5416,1859,1,0,4,0,0,0,3121
15,RED RIVER,3,5711081303,rrcHDEM,0,5,450,150,0,3,0,203,142,20m 2s,1m 39s,93,0,0,7469,1744,0,0,3,0,0,0,3121
15,RED RIVER,3,52019475313,rrcLABOUR,0,3,738,221,2,4,2,416,312,19m 51s,1m 45s,152,0,0,5035,2479,0,6,2,1,0,0,3121
6,SENECA (B),4,51288560221,KPRūDonG,0,1,368,6,0,2,0,231,159,20m 12s,0m 38s,27,0,0,3477,2891,0,3,1,0,0,0,408
6,SENECA (B),4,5253994440,KPRBlinkX,0,0,40,0,0,0,0,143,22,17m 38s,0m 38s,22,0,0,4305,2002,0,1,0,0,0,0,408
6,SENECA (B),4,5439446168,KPRLaw13,0,0,0,0,0,0,0,275,126,16m 40s,0m 38s,22,0,0,3482,3121,0,2,0,0,0,0,408
6,SENECA (B),4,5511811942,KPRInsanE,0,0,0,0,0,0,0,238,66,16m 23s,0m 38s,22,0,0,3477,2928,2,2,0,0,0,0,408
9,ALABAMA (A),5,51927115671,R2DxAllen,0,1,472,321,1,3,0,71,34,17m 40s,0m 8s,60,0,0,0,3631,1,2,3,0,0,0,1038
9,ALABAMA (A),5,5122027850,R2DxLutava,0,0,17,0,0,0,0,304,194,17m 12s,0m 9s,50,0,0,0,3449,2,1,1,0,0,0,1038
9,ALABAMA (A),5,5864590810,R2DxDILJEETTT,0,0,177,0,0,0,0,237,39,16m 1s,0m 0s,0,0,0,0,2892,0,0,0,0,0,0,1038
9,ALABAMA (A),5,5292486223,R2DxMAANog,0,3,372,204,0,3,0,340,125,12m 51s,0m 0s,0,0,0,0,2638,0,0,1,0,0,0,1038
12,KENT STATE,6,5211194953,R2DxTHOR,0,1,67,177,0,1,0,100,0,15m 40s,0m 0s,0,0,0,946,2599,0,0,0,0,0,0,206
12,KENT STATE,6,51230355420,R2DxNINJAop,0,0,0,0,0,0,0,99,0,15m 50s,0m 0s,0,0,0,518,2490,0,0,0,0,0,0,206
12,KENT STATE,6,5737152278,R2DxJason,0,0,25,0,1,0,0,100,0,15m 52s,0m 0s,0,0,0,753,2885,0,0,1,0,0,0,206
12,KENT STATE,6,5484235848,R2DxRUTHLeSS,0,0,114,0,1,0,0,183,0,15m 45s,0m 0s,0,0,0,763,2244,0,0,0,0,0,0,206
8,PORTAGE,7,540746265,YICūFAMOUS,0,0,147,0,2,1,0,216,113,15m 2s,0m 0s,0,0,0,3436,833,0,0,0,0,0,0,650
8,PORTAGE,7,51495692309,YICŪHARMAN,0,1,493,2,1,2,0,276,144,9m 57s,0m 0s,0,0,0,3056,1008,0,4,3,0,0,0,650
8,PORTAGE,7,5328803502,YICŪCRIMINAL,0,1,10,90,0,1,0,153,0,8m 39s,0m 0s,0,0,0,2283,1023,0,0,0,0,0,0,650
8,PORTAGE,7,5136146053,YICūARESū,0,0,0,0,0,0,0,196,0,6m 36s,0m 0s,0,0,0,1870,603,1,3,0,0,0,0,650
13,ARKANSAS STATE,8,5391813845,CSyychauchau,0,0,0,0,0,0,0,176,76,9m 55s,0m 0s,0,0,0,0,1673,0,0,0,0,0,0,201
13,ARKANSAS STATE,8,5701795437,CSokaybutwhy,0,0,150,0,0,1,0,197,0,9m 44s,0m 0s,0,0,0,0,1345,0,0,1,0,0,0,201
13,ARKANSAS STATE,8,5491206967,CSdelulu,0,0,0,0,0,0,0,204,63,9m 23s,0m 0s,0,0,0,0,1688,1,0,0,0,0,0,201
13,ARKANSAS STATE,8,5343743089,CSgreenūū,0,0,51,0,0,0,0,288,91,9m 7s,0m 0s,0,0,0,0,1457,0,1,0,0,0,0,201
16,ALGOMA,9,5642896536,oxyGOBLIN,0,2,259,6,0,2,0,201,91,9m 43s,0m 0s,0,0,0,500,1103,1,0,0,0,0,0,1036
16,ALGOMA,9,5122674005,oxyGURJAR,0,0,79,0,1,0,0,290,120,9m 16s,0m 0s,0,0,0,135,1430,1,0,0,0,0,0,1036
16,ALGOMA,9,513304128,oxySPOWER,0,0,221,0,0,2,0,214,114,9m 17s,0m 0s,0,0,0,387,1457,0,1,1,0,0,0,1036
16,ALGOMA,9,5302412833,oxyJONATHAN,0,2,477,24,1,2,0,280,116,6m 28s,0m 0s,0,0,0,122,1288,0,0,0,0,0,0,1036
4,SOUTHEASTERN LOUISIANA,10,5251339892,H٭GODLESS,0,0,98,0,1,0,0,226,125,4m 47s,0m 2s,1,0,0,1606,352,0,0,0,0,0,0,264
4,SOUTHEASTERN LOUISIANA,10,5231181629,ＳＡＨＵŲ,0,0,89,0,0,0,0,199,7,4m 18s,0m 0s,0,0,0,1131,659,0,0,0,0,0,0,264
4,SOUTHEASTERN LOUISIANA,10,5413602764,H٭・NOMERCY,0,1,77,14,0,1,0,197,0,4m 5s,0m 0s,0,0,0,1396,371,1,0,0,0,0,0,264
4,SOUTHEASTERN LOUISIANA,10,5423468662,H٭SpydyYT,0,0,0,0,0,0,0,197,0,3m 30s,0m 0s,0,0,0,1875,447,0,0,0,0,0,0,264
11,CANADA WEST,11,5204630973,FGxDRANGOO,0,0,200,0,0,2,0,100,0,3m 54s,0m 0s,0,0,0,590,768,0,1,0,0,0,0,710
11,CANADA WEST,11,5786641758,FGxONeHIT,0,1,184,9,1,1,0,100,0,4m 0s,0m 0s,0,0,0,0,958,0,0,0,0,0,0,710
11,CANADA WEST,11,5119869770,FGxENFOLD,0,2,326,19,0,2,0,197,0,3m 49s,0m 0s,0,0,0,832,493,0,0,1,1,0,0,710
11,CANADA WEST,11,5129309713,FGxVICIOUSS,0,0,0,0,0,0,0,118,0,3m 36s,0m 0s,0,0,0,484,665,0,0,0,0,0,0,710
3,ITSV,12,5329848622,gaKAAIL,0,0,93,0,0,1,0,100,0,3m 1s,0m 0s,0,0,0,0,660,0,0,0,0,0,0,93
3,ITSV,12,563936593,gaHumble,0,0,0,0,0,0,0,196,0,2m 48s,0m 0s,0,0,0,0,485,0,0,0,0,0,0,93
3,ITSV,12,5834819084,ㅤgaJeremy,0,0,0,0,0,0,0,195,14,2m 38s,0m 0s,0,0,0,0,530,0,0,0,0,0,0,93
3,ITSV,12,5203882505,gaRALO,0,0,0,0,0,0,0,209,11,2m 21s,0m 0s,0,0,0,0,388,0,0,0,0,0,0,93
14,MIDDLESEX COUNTY (B),13,5395151453,mYmīBURPY,0,1,100,0,0,1,0,100,0,3m 11s,0m 0s,0,0,0,306,655,0,0,0,0,0,0,283
14,MIDDLESEX COUNTY (B),13,51596481238,mYmīPashaBAE,0,1,104,0,0,1,0,99,0,3m 16s,0m 0s,0,0,0,383,657,0,0,1,0,0,0,283
