"TeamID","Nombre del Equipo","Rango","uId","Nombre del Jugador","Salud","Número de Bajas","Daño","Máxima Distancia de Baja","Asistencias","Noqueos","Número de Headshots","Daño Recibido","Curación","Tiempo de Supervivencia","Tiempo Fuera del Círculo Azul","Daño Total por Veneno","Bajas en Vehículo","Bajas con Granada","Distancia Conducida","Distancia Recorrida","Rescates","Granadas de Humo Usadas","Granadas Fragmentación Usadas","Granadas Incendiarias Usadas","Granadas Cegadoras Usadas","Suministros Obtenidos","Daño Total por Equipo"
14,MIDDLESEX COUNTY (B),1,5395151453,mYmīBURPY,10,1,379,160,0,2,0,102,16,28m 18s,0m 1s,14,0,0,7643,1831,1,2,1,0,0,0,1392
14,MIDDLESEX COUNTY (B),1,578726132,mYmīKrish,8,2,457,124,0,2,1,178,158,28m 23s,0m 3s,78,0,0,6273,1941,1,2,0,0,0,0,1392
14,MIDDLESEX COUNTY (B),1,5338164941,mYmĪLEXUS,100,1,455,27,1,1,0,193,83,27m 3s,0m 3s,0,0,1,6845,2110,0,1,1,1,1,0,1392
14,MIDDLESEX COUNTY (B),1,51596481238,mYmīPashaBAE,100,0,101,0,0,1,0,197,0,0m 20s,0m 0s,0,0,0,0,44,0,0,0,0,0,0,1392
9,ALABAMA (A),2,5122027850,R2DxLutava,0,2,644,302,2,3,0,325,614,28m 24s,6m 12s,398,0,0,6234,2105,0,4,10,0,0,0,1627
9,ALABAMA (A),2,5292486223,R2DxMAANog,0,4,713,6,2,5,0,294,442,24m 19s,6m 4s,330,0,0,6234,2621,1,0,1,0,0,0,1627
9,ALABAMA (A),2,5864590810,R2DxDILJEETTT,0,2,270,6,1,2,0,127,315,14m 17s,3m 34s,359,0,1,4980,1997,1,1,1,0,0,0,1627
9,ALABAMA (A),2,51927115671,R2DxAllen,0,0,0,0,0,0,0,164,282,13m 54s,3m 26s,306,0,0,6331,1581,1,0,0,0,0,0,1627
4,SOUTHEASTERN LOUISIANA,3,5251339892,H٭GODLESS,0,5,650,262,1,4,2,240,152,26m 38s,0m 1s,10,0,0,8228,2131,0,4,1,0,1,0,1418
4,SOUTHEASTERN LOUISIANA,3,5413602764,H٭・NOMERCY,0,1,303,8,0,1,0,310,151,25m 26s,0m 10s,55,0,0,6511,2683,0,8,3,0,1,0,1418
4,SOUTHEASTERN LOUISIANA,3,5423468662,H٭SpydyYT,0,2,151,4,0,0,0,221,60,25m 9s,0m 0s,0,1,0,9919,1803,2,5,2,1,0,1,1418
4,SOUTHEASTERN LOUISIANA,3,5231181629,ＳＡＨＵŲ,0,0,314,0,1,2,0,215,23,25m 11s,0m 0s,0,0,0,7089,2435,0,0,0,0,0,0,1418
11,CANADA WEST,4,5786641758,FGxONeHIT,0,1,363,111,2,1,0,296,264,25m 31s,1m 30s,59,0,0,11204,1963,0,4,4,1,0,0,983
11,CANADA WEST,4,5204630973,FGxDRANGOO,0,5,336,91,0,2,1,376,244,24m 51s,1m 21s,61,0,2,12727,1484,1,10,3,1,0,0,983
11,CANADA WEST,4,5119869770,FGxENFOLD,0,0,284,0,2,1,0,209,58,14m 27s,0m 56s,37,0,0,13034,791,0,0,1,1,0,0,983
11,CANADA WEST,4,5129309713,FGxVICIOUSS,0,0,0,0,0,0,0,100,0,0m 32s,0m 0s,0,0,0,0,95,0,0,0,0,0,0,983
12,KENT STATE,5,5211194953,R2DxTHOR,0,2,323,5,0,0,0,100,24,22m 27s,0m 35s,23,2,0,7299,1517,0,1,4,1,0,0,1225
12,KENT STATE,5,51230355420,R2DxNINJAop,0,2,387,297,3,2,0,386,284,20m 58s,0m 6s,102,0,0,8139,1310,0,5,3,0,0,0,1225
12,KENT STATE,5,5484235848,R2DxRUTHLeSS,0,1,201,109,1,1,0,299,216,19m 41s,0m 21s,107,0,0,10711,967,2,3,2,0,0,0,1225
12,KENT STATE,5,5737152278,R2DxJason,0,2,314,354,1,2,0,355,184,19m 41s,0m 39s,26,0,0,7887,1933,1,2,1,0,0,0,1225
18,VANCOUVER CC,6,5162313469,AMGxSINNER,0,3,658,31,2,3,1,431,321,19m 46s,0m 0s,0,0,1,4830,1658,2,2,4,0,0,0,1446
18,VANCOUVER CC,6,5419937355,AMGxG0D,0,2,539,13,0,3,0,324,134,19m 9s,0m 0s,0,0,0,4350,1938,1,3,3,0,0,0,1446
18,VANCOUVER CC,6,579777070,AMGxDefender,0,1,249,39,0,3,0,338,154,19m 1s,0m 0s,0,0,0,4616,1592,0,3,3,0,0,0,1446
18,VANCOUVER CC,6,51859584757,AMGxNMBRDAR,0,0,0,0,0,0,0,192,9,8m 43s,0m 0s,0,0,0,2494,1126,0,0,0,0,0,0,1446
5,MIDDLESEX COUNTY (A),7,5304155522,4KxSPEAR,0,1,207,7,2,0,0,323,203,18m 39s,0m 0s,0,0,0,6439,1577,0,7,5,1,0,0,729
5,MIDDLESEX COUNTY (A),7,5105162305,4KxNOBI,0,2,431,11,1,2,0,389,191,18m 31s,0m 0s,0,0,0,5841,1713,2,5,7,0,0,0,729
5,MIDDLESEX COUNTY (A),7,5732905552,4KxEMAAN,0,0,0,0,0,0,0,86,0,15m 29s,0m 0s,0,0,0,4615,1448,0,0,0,0,0,0,729
5,MIDDLESEX COUNTY (A),7,5184875975,4KxAlpacino,0,0,91,0,1,0,0,181,2,15m 9s,0m 0s,0,0,0,5466,1346,0,5,0,0,0,0,729
