"TeamID","Nombre del Equipo","Rango","uId","Nombre del Jugador","Salud","Número de Bajas","Daño","Máxima Distancia de Baja","Asistencias","Noqueos","Número de Headshots","Daño Recibido","Curación","Tiempo de Supervivencia","Tiempo Fuera del Círculo Azul","Daño Total por Veneno","Bajas en Vehículo","Bajas con Granada","Distancia Conducida","Distancia Recorrida","Rescates","Granadas de Humo Usadas","Granadas Fragmentación Usadas","Granadas Incendiarias Usadas","Granadas Cegadoras Usadas","Suministros Obtenidos","Daño Total por Equipo"
7,SENECA (A),5,5777220863,ZnGCipherzxy21,0,0,0,0,0,0,0,157,146,14m 15s,3m 36s,155,0,0,10494,1170,0,0,0,0,0,0,213
7,SENECA (A),5,5307780671,ZnGFury,0,1,116,6,0,0,0,0,235,13m 53s,4m 26s,396,0,0,9144,1090,0,3,0,0,0,0,213
7,SENECA (A),5,5993606908,ZnGJesterX,0,0,0,0,0,0,0,196,240,14m 5s,3m 31s,150,0,0,11952,760,0,0,0,0,0,0,213
14,MIDDLESEX COUNTY,6,5338164941,mYmĪLEXUS,0,1,275,2,0,2,0,386,396,24m 11s,4m 13s,195,0,0,5089,2485,0,4,4,3,1,0,1535
14,MIDDLESEX COUNTY,6,51596481238,mYmīPashaBAE,0,4,1041,43,0,4,1,147,217,24m 8s,3m 45s,170,0,2,4768,2027,1,5,4,1,0,0,1535
14,MIDDLESEX COUNTY,6,578726132,mYmīKrish,0,0,75,0,0,0,0,405,487,24m 12s,4m 26s,208,0,0,3852,2916,1,4,5,1,0,0,1535
14,MIDDLESEX COUNTY,6,5395151453,mYmīBURPY,0,1,144,9,0,0,0,389,472,24m 0s,4m 17s,280,0,0,3690,2365,1,4,2,1,0,0,1535
16,ALGOMA,7,513304128,oxySPOWER,0,5,672,90,0,4,0,216,116,21m 39s,0m 0s,0,0,1,3475,1618,0,6,3,1,0,0,763
16,ALGOMA,7,5122674005,oxyGURJAR,0,0,91,0,1,0,0,177,0,6m 25s,0m 0s,0,0,0,1868,599,0,0,1,0,0,0,763
16,ALGOMA,7,5302412833,oxyJONATHAN,0,0,0,0,0,0,0,197,0,4m 54s,0m 0s,0,0,0,2828,684,0,0,0,0,0,0,763
16,ALGOMA,7,5642896536,oxyGOBLIN,0,0,0,0,0,0,0,196,0,4m 46s,0m 0s,0,0,0,2857,419,0,0,0,0,0,0,763
3,ITSV,8,5834819084,ㅤgaJeremy,0,0,50,0,0,0,0,138,38,21m 0s,0m 0s,0,0,0,4799,2071,0,0,3,0,0,0,173
3,ITSV,8,563936593,gaHumble,0,0,0,0,0,0,0,188,0,20m 55s,0m 0s,0,0,0,1727,1808,0,2,0,0,0,0,173
3,ITSV,8,5203882505,gaRALO,0,0,100,0,0,0,0,117,0,20m 48s,0m 17s,88,0,0,3531,1749,0,0,0,0,0,0,173
3,ITSV,8,5329848622,gaKAAIL,0,0,23,0,0,0,0,232,147,20m 56s,0m 9s,72,0,0,3137,2025,1,1,0,0,0,0,173
4,SOUTHEASTERN LOUISIANA,9,5231181629,ＳＡＨＵŲ,0,0,69,0,0,0,0,100,16,19m 8s,0m 17s,15,0,0,10580,2448,1,0,0,0,0,0,616
4,SOUTHEASTERN LOUISIANA,9,5251339892,H٭GODLESS,0,0,49,0,0,1,0,243,138,19m 8s,0m 16s,15,0,0,9624,2311,2,0,0,0,0,0,616
4,SOUTHEASTERN LOUISIANA,9,5423468662,H٭SpydyYT,0,0,108,0,0,0,0,444,311,18m 41s,0m 58s,63,0,0,10041,1795,0,1,0,0,0,0,616
4,SOUTHEASTERN LOUISIANA,9,5413602764,H٭・NOMERCY,0,0,390,0,0,0,0,313,160,18m 38s,0m 49s,50,0,0,9323,1591,1,2,0,0,0,0,616
11,CANADA WEST,10,5786641758,FGxONeHIT,0,0,217,0,0,2,0,127,166,17m 37s,2m 39s,139,0,0,9658,1279,0,2,0,0,0,0,217
11,CANADA WEST,10,5204630973,FGxDRANGOO,0,0,0,0,0,0,0,170,132,14m 7s,2m 43s,145,0,0,11698,660,0,0,0,0,0,0,217
11,CANADA WEST,10,5129309713,FGxVICIOUSS,0,0,0,0,0,0,0,171,111,13m 33s,2m 35s,136,0,0,10340,552,0,2,0,0,0,0,217
12,KENT STATE,11,5737152278,R2DxJason,0,0,0,0,0,0,0,178,78,16m 32s,0m 0s,0,0,0,8802,1132,0,0,0,0,0,0,450
12,KENT STATE,11,5484235848,R2DxRUTHLeSS,0,0,127,0,0,0,0,197,97,16m 21s,0m 0s,0,0,0,8423,874,0,2,1,0,0,0,450
12,KENT STATE,11,51230355420,R2DxNINJAop,0,1,323,5,0,2,0,197,0,16m 5s,0m 0s,0,0,0,11947,702,0,0,1,0,0,0,450
12,KENT STATE,11,5211194953,R2DxTHOR,0,0,0,0,0,0,0,195,0,15m 23s,0m 0s,0,0,0,10302,1022,0,0,0,0,0,1,450
6,SENECA (B),12,51288560221,KPRūDonG,0,0,0,0,0,0,0,17,220,12m 57s,4m 42s,303,0,0,8388,529,0,3,0,0,0,0,0
6,SENECA (B),12,5253994440,KPRBlinkX,0,0,0,0,0,0,0,97,211,11m 45s,5m 50s,285,0,0,9104,805,1,0,0,0,0,0,0
6,SENECA (B),12,5439446168,KPRLaw13,0,0,0,0,0,0,0,0,146,10m 6s,4m 38s,202,0,0,6315,890,0,0,0,0,0,0,0
6,SENECA (B),12,5511811942,KPRInsanE,0,0,0,0,0,0,0,131,56,8m 0s,2m 37s,116,0,0,6763,729,0,0,0,0,0,0,0
13,ARKANSAS STATE,13,5391813845,CSyychauchau,0,1,132,63,0,1,0,55,328,12m 55s,6m 42s,350,0,0,11594,633,0,1,0,0,0,0,132
13,ARKANSAS STATE,13,5701795437,CSokaybutwhy,0,0,0,0,0,0,0,197,0,1m 2s,0m 0s,0,0,0,587,145,0,0,0,0,0,0,132
9,ALABAMA (A),14,5292486223,R2DxMAANog,0,1,255,95,0,1,0,100,0,7m 36s,0m 0s,0,0,0,5003,653,0,0,2,0,0,0,690
9,ALABAMA (A),14,5864590810,R2DxDILJEETTT,0,2,397,41,0,2,0,100,0,7m 36s,0m 0s,0,0,1,3728,633,0,3,3,0,0,0,690
9,ALABAMA (A),14,5122027850,R2DxLutava,0,0,38,0,1,0,0,190,11,6m 33s,0m 0s,0,0,0,4134,719,0,0,0,0,0,0,690
15,RED RIVER,15,52019475313,rrcLABOUR,0,0,114,0,0,0,0,86,20,5m 20s,0m 0s,0,0,0,0,670,0,0,0,0,0,0,491
15,RED RIVER,15,51820667083,rrcMECHANIC,0,0,297,0,0,2,0,100,0,5m 20s,0m 0s,0,0,0,0,603,0,0,1,0,0,0,491
15,RED RIVER,15,51501375897,rrcMANAGEMENT,0,0,0,0,0,0,0,195,0,3m 32s,0m 0s,0,0,0,0,693,0,0,0,0,0,0,491
15,RED RIVER,15,5711081303,rrcHDEM,0,0,80,0,0,0,0,193,0,3m 33s,0m 0s,0,0,0,0,645,0,0,0,0,0,0,491
17,ALABAMA (B),16,5733386408,supYum,0,0,100,0,0,1,0,99,0,4m 38s,0m 0s,0,0,0,415,945,0,0,0,0,0,0,100
17,ALABAMA (B),16,52070861131,supTai,0,0,0,0,0,0,0,100,0,4m 31s,0m 0s,0,0,0,5,1165,0,0,0,0,0,0,100
